"manufacturer" "model" "description" "euro_standard" "transmission_type" "engine_capacity" "fuel_type" "urban_metric" "extra_urban_metric" "combined_metric" "noise_level" "co2" "co_emissions" "nox_emissions"
"Audi" "A4 Saloon SE" "2.0 multitronic (130 PS)" "4" "Automatic" 1984 "Petrol" 11 6.3 8 71 192 705 38
"Volkswagen" "Golf Cabriolet 2 Door Convertible" "Avantgarde 2.0  115 bhp" "4" "Manual" 1984 "Petrol" 11.3 6.3 8.1 72 194 569 32
"SsangYong" "Kyron" "2.7 SPR Auto 4WD 165ps" "4" "Automatic" 2696 "Diesel" 11.6 8.3 9.5 73.7 242 70 310
"Citroen" "C5" "1.6 THP 155hp" "5" "Manual" 1598 "Petrol" 9.3 5.1 6.7 71.4 153 931 44
"Volkswagen" "Golf Plus" "1.6 TDI 105PS 7speed DSG S" "5" "Automatic" 1598 "Diesel" 5.8 4.4 4.9 69 129 67 138
"Cadillac" "BLS" "2.0T 175 hp AUT" "4" "Automatic" 1998 "Petrol" 12.9 6.7 9 73 216 430 20
"Peugeot" "406 Saloon" "2.2 HDi FAP (136 bhp)" "3" "Manual" 2179 "Diesel" 8.8 4.9 6.4 73.1 168 197 321
"Honda" "Insight, Model Year 2011" "1.3 IMA SE, SE-T" "5" "Automatic" 1339 "Hybrid" 4.6 4.2 4.4 67 101 54 7
"Seat" "Leon" "1.6 CR TDI 105ps with 7speed DSG" "5" "Automatic" 1598 "Diesel" 5.6 4.2 4.7 68 123 127 120
"Volkswagen" "LT 35 Window Van MWB + LWB High Roof" "158 PS TDI 2.8 Axle Ratio 3.727" "3" "Manual" 2799 "Diesel" 13.4 8.4 10.3 75 278 538 527
"Vauxhall" "Agila MY2008" "1.3 CDTi 5 Door MPV" "4" "Manual" 1248 "Diesel" 5.5 4 4.5 71 120 231 195
"BMW" "1 Series 5-door F20 From September 2011" "125i 5-door - 225/40 R18 tyres front / 245/35 R18 tyres rear" "5" "Automatic" 1997 "Petrol" 8.2 5.3 6.4 72 149 271 15
"BMW" "1 Series E81/E82/E87/E88" "118i 3-door" "5" "Automatic" 1995 "Petrol" 8.7 5.4 6.6 70 154 36.5 48.7
"Volvo" "V70, Model Year 2012" "D3 Auto" "5" "Automatic" 1984 "Diesel" 8 4.9 6 72 159 162 132
"Renault" "New Megane Scenic" "1.5 dCi (80 bhp) From VIN JM0F05" "3" "Manual" 1461 "Diesel" 6.4 4.4 5 71.7 135 400 300
"Volkswagen" "Tiguan" "2.0 TDI CR 177PS 4MOTION R-Line" "5" "Manual" 1968 "Diesel" 6.7 5.2 5.8 73 151 243 118
"Audi" "TT Coupé" "RS Plus 2.5 TFSI quattro 360PS 7speed S-Tronic" "5" "Automatic" 2480 "Petrol" 12.3 6.3 8.5 72 197 444 29
"Ford" "Puma" "1.7i 16V" "3" "Manual" 1679 "Petrol" 9.7 6.1 7.4 74 178 656 83
"Mercedes-Benz" "Vaneo" "1.7 Family" "3" "Manual" 1689 "Diesel" 7.4 5.1 5.9 74 157 241 358
"Proton" "Satria Neo" "1.3" "4" "Manual" 1332 "Petrol" 10.6 5 7.1 73 168 500 30
"Volkswagen" "T5 Window Van Model Year 2010" "T32 2.0 TDI 102PS LWB" "5" "Manual" 1968 "Diesel" 9.5 6.1 7.3 72 193 195 192
"Mercedes-Benz" "S-Class, Model Year 2011" "S 350 BLUETEC with 19\" & 20\" rear wheels" "6" "Automatic" 2987 "Diesel" 9.4 5.5 6.9 71 182 255 65
"Ford" "Focus, Model Year Post 2010¼" "2.0 Duratorq TDCi (136PS) 3/5 Door Saloon" "4" "Manual" 1997 "Diesel" 7 4.5 5.5 72 144 257 140
"Volkswagen" "Sharan" "1.9 TDI (115 PS) S, SE" "4" "Manual" 1896 "Diesel" 8 5.6 6.5 73 172 196 289
"Peugeot" "407 SW" "2.0 (138 bhp)" "3" "Manual" 1998 "Petrol" 11.5 6.5 8.3 73.9 197 800 100
"Renault" "New Mégane Hatchback" "2.0 dCi 160 FAP" "5" "Manual" 1995 "Diesel" 7.5 5 5.9 72.1 131 391 161
"Skoda" "Fabia Estate" "1.4 16V 80bhp 4 seat" "4" "Manual" 1390 "Petrol" 8.6 5.3 6.5 72 154 184 35
"Toyota" "Auris Hybrid, Model Year 2010" "T4 89g 1.8 VVT-i hybrid E-CVT" "5" "Automatic" 1798 "Hybrid" 3.8 3.8 3.8 70 89 171 6
"BMW" "6 Series E63/E64" "M6 Coupé" "4" "Automatic" 4999 "Petrol" 22.7 10.2 14.8 73 357 410 57
"Volkswagen" "Golf  Hatchback (3 Door)" "1.9 TDI PD (150 PS)" "3" "Manual" 1896 "Diesel" 7.2 4.4 5.4 74 146 200 400
"Lexus" "LS MY2011" "LS600h LWB" "5" "Automatic" 4969 "Hybrid" 11.3 8 9.3 71.2 219 295 16
"Citroen" "C6" "3.0HDi V6" "5" "Automatic" 2992 "Diesel" 10.2 5.8 7.4 72.8 195 423 154
"Mercedes-Benz" "CLS-Class (C219)" "CLS 320 CDI with DPF 245 Tyres at rear" "4" "Automatic" 2987 "Diesel" 10.6 5.9 7.6 70 200 31 203
"Lexus" "IS" "IS300 Sport Cross" "3" "Automatic" 2997 "Petrol" 16.1 8.4 11.2 70 265 960 30
"Seat" "Ibiza" "1.4 TDI (80ps)" "4" "Manual" 1422 "Diesel" 5.6 3.6 4.3 71 114 170 236
"Saab" "9-3 Series Convertible" "2.0 TURBO Ecopower 205hp B205R 'Aero'" "3" "Manual" 1985 "Petrol" 13.2 6.7 9.1 72 217 370 10
"Volkswagen" "Passat Estate" "1.6 TDI 105PS BlueMotion Technology SE" "5" "Manual" 1968 "Diesel" 5.3 4 4.4 71 116 131 115
"Skoda" "Octavia Estate" "1.6 CR TDI 105PS with 7speed DSG" "5" "Automatic" 1598 "Diesel" 5.6 4.2 4.7 68 123 79 97
"Ford" "Mondeo, Model Year Post 2010" "2.0 Duratorq (115PS) Saloon" "5" "Manual" 1997 "Diesel" 6.4 4.6 5.3 70 139 352 161
"BMW" "3 Series E90/E91/E92/E93" "320i Saloon" "4" "Automatic" 1995 "Petrol" 8.9 5.1 6.5 69 156 79 59
"Saab" "9-5 MY2009 4 Door Saloon" "1.9TIDS" "4" "Automatic" 1910 "Diesel" 10.2 5.7 7.4 74 199 14 205
"Corvette" "Corvette C6" "6.0 - V8 (Z51)" "4" "Manual" 5967 "Petrol" 19.8 9.1 13 74 310 778 22
"Volkswagen" "Transporter Shuttle SWB & LWB (S, SE)" "T30 (130 PS) TDI PD 2.5ltr" "3" "Manual" 2461 "Diesel" 11.2 6.8 8.5 74 230 89 747
"Lotus" "Elise" "2 seater sports cabriolet" "4" "Manual" 1796 "Petrol" 12.1 6.8 8.8 74 208 420 12
"Skoda" "Octavia Estate" "Elegance 1.9 TDI (110 bhp)" "3" "Manual" 1896 "Diesel" 6.9 4.4 5.3 71 143 100 400
"BMW" "6 Series F12/F13 March 2011" "640i Convertible - 245/45 R18 tyres front & rear" "5" "Automatic" 2979 "Petrol" 10.8 6.1 7.9 69 183 229 15
"Renault" "New Kangoo" "1.5 dCi 80 From VIN KC08EF" "3" "Manual" 1461 "Diesel" 6.3 4.6 5.3 69.7 139 200 400
"Mercedes-Benz" "SLK-Class (R171)" "SLK 350 245 Tyres at rear" "4" "Manual" 3498 "Petrol" 15.5 7.8 10.6 74 255 221 35
"Toyota" "Prius, Model Year 2009" "T Spirit with Solar Roof 1.8VVT-i hybrid E-CVT" "5" "Automatic" 1798 "Hybrid" 3.9 3.7 3.9 69 89 258 6
"BMW" "5 Series F10/F11 From March 2010" "530d Saloon - 245/45 R18 tyres front & rear" "6" "Automatic" 2993 "Diesel" 6.3 4.9 5.4 70 143 170 40
"Honda" "Civic 06" "1.4 i-DSI SE" "4" "Manual" 1339 "Petrol" 7.6 4.9 5.9 69.8 139 300 11
"Skoda" "Superb" "1.9 TDI (130 bhp)" "3" "Automatic" 1896 "Diesel" 10.1 5.6 7.2 69 194 131 412
"Subaru" "Impreza AWD, 2011 MY" "2.0 RC" "5" "Automatic" 1994 "Petrol" 11.3 6.6 8.4 71.9 194 185 26
"Volkswagen" "Golf" "2.0 CR TDI 140PS BlueMotion Technology GT" "5" "Manual" 1968 "Diesel" 5.4 3.8 4.3 70 114 115 119
"Honda" "Accord Tourer Model Year 2012" "2.2 i-DTEC Type S" "5" "Manual" 2199 "Diesel" 7.2 4.9 5.7 72 150 252 144
"Saab" "9-5 Series 4 Door Saloon" "2.0 turbo 150hp B205E" "3" "Manual" 1985 "Petrol" 12.6 6.9 9 72 214 420 10
"Vauxhall" "Astra Convertible, Model Year 2002" "1.8i 16v" "4" "Manual" 1796 "Petrol" 11.1 6.2 8 73 192 627 8
"Skoda" "Octavia Hatchback" "2.0 CR TDI 170PS vRS" "5" "Manual" 1968 "Diesel" 7.7 4.6 5.7 73 149 380 130
"Renault" "Mégane Renault Sport, Model Year 2010" "250" "5" "Manual" 1998 "Petrol" 11.5 6.7 8.4 73.9 195 636 51
"Chevrolet" "Tacuma" "2.0 CDX 5 door MPV MY06" "4" "Manual" 1998 "Petrol" 11.9 6.7 8.6 72.5 212 560 10
"Lexus" "CT MY2011" "CT200h" "5" "Automatic" 1798 "Hybrid" 4.1 4 4.1 68 94 187 3
"Toyota" "GT86 TRD, MY2013" "2.0 Auto TRD" "5" "Automatic" 1998 "Petrol" 10.9 5.9 7.8 73 181 300 12
"Vauxhall" "Vectra, MY2004" "2.2DTI 16v Elite 5 Door Estate From VIN: W0L0ZCF3541019494" "3" "Manual" 2172 "Diesel" 8.5 5 6.3 73 170 334 315
"Lamborghini" "Gallardo Model Year 2007" "140 Spider" "4" "Manual" 4961 "Petrol" 24.8 12.4 17 74.9 400 680 40
"Renault" "Mégane Sport Saloon" "1.4 16V (LM0B0H)" "3" "Manual" 1390 "Petrol" 9.1 5.4 6.8 70.5 161 365 65
"Saab" "9-3 MY2008 4 Door Saloon" "1.9BTiDS" "4" "Manual" 1910 "Diesel" 7.5 4.5 5.6 74 149 226 196
"BMW" "X6 Series E71" "X6 xDrive40d" "5" "Automatic" 2993 "Diesel" 8.8 6.8 7.5 72 198 264 162
"Volvo" "V60, Model Year 2011" "T4 Manual" "5" "Manual" 1595 "Petrol" 8.7 5.6 6.7 70 156 208 11
"Saab" "9-5 Series 4 Door Saloon" "2.3 turbo 185hp B235E" "3" "Manual" 2290 "Petrol" 13.4 7.1 9.4 72 223 480 20
"Rolls-Royce" "Phantom" "Phantom EWB" "4" "Automatic" 6749 "Petrol" 23.3 11.4 15.8 72 380 303 17
"Ford" "Galaxy" "1.9 PD TDi (115PS)" "3" "Automatic" 1896 "Diesel" 9.9 6.5 7.8 73 211 159 457
"Mercedes-Benz" "CLK Coupé (C209)" "CLK 320 CDI with DPF 245 Tyres at rear" "4" "Automatic" 2987 "Diesel" 10 5.8 7.3 72 193 91 215
"Mercedes-Benz" "E-Class Cabriolet Model Year 2012" "E 500 with 18 inch & 19 inch rear wheels" "5" "Automatic" 5461 "Petrol" 15.9 8.2 11 74 257 373 26
"Audi" "R8 Spyder" "4.2 V8 FSI quattro 430PS S-Tronic" "5" "Automatic" 4163 "Petrol" 19.6 8.6 12.6 75 294 416 46
"Ford" "Fiesta, October 2005 Onwards" "1.6 Duratec" "4" "Automatic" 1596 "Petrol" 10.2 5.8 7.4 70 176 489 62
"Audi" "A6 Saloon  (Standard, SE & Sport)" "1.9 TDI PD (130 PS)" "3" "Manual" 1896 "Diesel" 7.8 4.7 5.8 72 157 100 400
"Mercedes-Benz" "A-Class (W169) 5 Door MY09" "A 200 195 Tyres at rear" "4" "Automatic" 2035 "Petrol" 9.6 5.9 7.2 74 172 273 6
"Volkswagen" "Touareg (from NOV 06 Wk 45 >)" "5.0 TDI V10 (313 PS) Tiptronic with DPF" "4" "Automatic" 4921 "Diesel" 17.7 9.6 12.6 74 346 424 336
"Honda" "Civic Hybrid Model Year 2009" "1.4 IMA ES Leather Saloon" "5" "Automatic" 1339 "Hybrid" 5.2 4.3 4.6 68 109 190 12
"Audi" "A6 Avant" "3.0 V6 TDI 233ps quattro Tiptronic" "4" "Automatic" 2967 "Diesel" 12.1 6.2 8.4 70 225 205 219
"Honda" "Insight, Model Year 2012" "1.3 IMA HS, HS-T, HX" "5" "Automatic" 1339 "Hybrid" 4.7 4.5 4.6 69 99 71 7
"Mercedes-Benz" "A-Class (W169) 5 Door" "A160 CDI no DPF 185 Tyres" "4" "Automatic" 1992 "Diesel" 7 4.4 5.4 71 142 40 216
"Mini" "MINI Clubman R55" "MINI Cooper D Clubman - with particle filter" "5" "Automatic" 1995 "Diesel" 6.9 4.2 5.2 72 138 174 131
"Mercedes-Benz" "A-Class (C169) 3 Door" "A150 215 Tyres" "4" "Automatic" 1498 "Petrol" 9.2 6.1 7.2 71 171 363 8
"Volkswagen" "Transporter Window Van High Roof 2007 Model Year" "2.5 TDI PD 130PS T32 with DPF" "4" "Manual" 2461 "Diesel" 10.9 7.3 8.6 75 227 156 298
"Audi" "A8 Hybrid" "2.0 TFSI  210PS 8speed S-Tronic SWB" "5" "Automatic" 1968 "Hybrid" 6.4 6.2 6.3 71 147 222 20
"Honda" "Civic 06" "1.8 i-VTEC SE" "4" "Manual" 1799 "Petrol" 8.2 5.4 6.4 69.9 152 200 6
"Audi" "Cabriolet" "3.0 V6 TDI quattro 233ps Tiptronic with DPF" "4" "Automatic" 2967 "Diesel" 11.9 6.4 8.4 73 223 200 211
"Vauxhall" "Vectra, MY2006" "1.9CDTi 16v 150PS 5 Door Estate with 19\" tyre" "4" "Manual" 1910 "Diesel" 7.7 5 6 74 162 143 183
"Ford" "Mondeo, Model Year Pre 2010" "2.0 Duratorq TDCI (115PS) Estate (ECO)" "4" "Manual" 1997 "Diesel" 6.6 4.4 5.2 71 139 136 150
"Mercedes-Benz" "E-Class Estate (S211)" "E280 245/265 Tyres at rear" "4" "Automatic" 2996 "Petrol" 14.1 7.6 10 73 239 312 8
"BMW" "3 Series E90/E91/E92/E93" "330d Touring - with particle filter" "5" "Manual" 2993 "Diesel" 7.5 5 5.9 74 155 331 157
"Lexus" "RX MY2011" "RX450h" "5" "Automatic" 3456 "Hybrid" 6.5 6 6.3 71.6 145 245 7
"Citroen" "C4" "THP 155 EGS6" "5" "Automatic" 1598 "Petrol" 8.6 5.1 6.4 72.7 148 524 20
"Ford" "Focus" "2.0i 16V 3 Door Saloon (16 inch tyre)" "3" "Manual" 1988 "Petrol" 11.5 6.9 8.6 74 204 679 145
"Alfa Romeo" "Alfa Brera" "3.2 JTS V6 Q4" "4" "Manual" 3195 "Petrol" 16.9 8.4 11.5 73 273 691 32
"Renault" "Scènic" "2.0 VVT (JM1N06)" "3" "Manual" 1998 "Petrol" 10.9 6.4 8 70.7 192 355 34
"Peugeot" "806" "2.0 HDi 16v (110 bhp)" "3" "Manual" 1997 "Diesel" 8.8 5.9 6.9 74.7 184 367 444
"Mercedes-Benz" "C Class Estate (F/Lift)" "C230 245 Tyres" "4" "Automatic" 2497 "Petrol" 13.7 7.6 9.8 72 233 282 18
"Audi" "Q3" "2.0 TDI 140PS quattro" "5" "Manual" 1968 "Diesel" 6.9 5 5.7 70 149 239 112
"BMW" "5 Series E39" "525i Touring" "3" "Manual" 2494 "Petrol" 13.4 7.7 9.8 72 235 441 16
"Ford" "Mondeo, Model Year Post 2010" "2.0 Duratorq (163PS) Saloon" "5" "Automatic" 1997 "Diesel" 7.2 4.7 5.6 68 149 181 158
"Renault" "Espace" "2.0 dCi 150 FAP" "5" "Manual" 1995 "Diesel" 8.2 5.7 6.5 71.7 170 139 216
"Daihatsu" "Sirion" "M303 1.5L EFi" "4" "Automatic" 1495 "Petrol" 8.8 5.5 6.7 70.1 157 556 4
"Mercedes-Benz" "C-Class Estate (S204)" "C 180 205 Tyres at rear" "4" "Manual" 1796 "Petrol" 9.5 5.7 7.1 74 168 539 9
"Vauxhall" "Vectra, MY2004" "2.2DTI 16v SXI 4 Door Saloon From VIN: W0L0ZCF6941009069" "3" "Automatic" 2172 "Diesel" 10.3 5.4 7.2 73 194 260 458
"Audi" "A6 Avant" "2.0 CR TDI 170ps Multitronic" "5" "Automatic" 1984 "Diesel" 7.4 5 5.9 72 154 100.1 158.5
"Toyota" "Prius, MY2012" "T3 1.8 VVT-i hybrid E-CVT" "5" "Automatic" 1798 "Hybrid" 3.9 3.7 3.9 69 89 258 6
"Vauxhall" "Corsa, MY2004" "1.2 16v Active 3 Door Hatchback From VIN: W0L0XCF6844000999" "4" "Manual" 1199 "Petrol" 8 5 6.1 72 146 211 31
"Renault" "Espace" "2.0 dCi 150 Auto FAP" "4" "Manual" 1995 "Diesel" 9.5 6.6 7.6 70.1 200 293 326
"Mercedes-Benz" "M-Class Model Year 2012" "ML 350 BLUETEC 4MATIC with 20 inch/21 inch rear wheels" "6" "Automatic" 2987 "Diesel" 8.4 6.8 7.4 72 194 305 72
"Volkswagen" "Jetta" "1.9 TDI (105ps)" "4" "Manual" 1896 "Diesel" 6.6 4.5 5.2 73 137 47 191
"Audi" "A3 Sportback" "1.6 102PS 7speed S-Tronic" "4" "Automatic" 1595 "Petrol" 9.4 5.1 6.7 72 159 240 19
"BMW" "5 Series F10/F11 From March 2010" "520d Touring - 245/40 R19 tyres front & rear" "6" "Manual" 1995 "Diesel" 6.2 4.7 5.3 75 139 103 26
"Skoda" "Octavia Hatchback (from NOV 06 Wk 45>)" "1.9 TDI PD 105bhp with DPF" "4" "Manual" 1896 "Diesel" 6.4 4.4 5.1 73 135 228 164
"Honda" "Jazz, Model Year 2013" "1.3 IMA HE, HE-T, HS, HS-T, HX, HX-T" "5" "Automatic" 1339 "Hybrid" 4.6 4.4 4.5 68 104 70 3
"Audi" "A5 Cabriolet" "2.0 TDI 177PS Multitronic" "5" "Automatic" 1968 "Diesel" 5.8 4.6 5 71 132 103 142
"Volvo" "XC90 Model Year 07" "D5" "4" "Manual" 2400 "Diesel" 10.7 6.9 8.3 73 219 158 288
"Porsche" "Panamera" "Panamera 2 PDK with resistance optimised tyres" "5" "Automatic" 3605 "Petrol" 12.5 6.8 9.1 70 213 258 17
"Ford" "Focus Model Year Pre 2012" "1.6 Duratorq TDCi Stop-Start (115PS) Estate (+DPF)" "5" "Manual" 1560 "Diesel" 5.1 3.7 4.2 69 109 359 152
"Volkswagen" "Passat Estate" "1.8 TSI 160PS 7speed DSG Highline" "5" "Automatic" 1798 "Petrol" 9.8 5.6 7.1 68 165 157 26
"Fiat" "Croma" "2.2 16v" "4" "Automatic" 2198 "Petrol" 13 7.8 9.7 73 229 785 13
"Vauxhall" "Frontera, Model Year 2002" "2.2i 16v (5 door)" "3" "Manual" 2198 "Petrol" 16.2 9.1 11.7 74 280 1065 32
"Audi" "Audi A2 (Standard & SE)" "1.4 SE (75 bhp)" "4" "Manual" 1390 "Petrol" 8.3 4.8 6.1 71 146 258 25
"Mercedes-Benz" "S-Class Model Year 2010" "S 350 CDI  BlueEFFICIENCY with 255/45 or 275/45 18\" or 275/40 19\" or 275/35 20\" rear wheels" "4" "Automatic" 2987 "Diesel" 10.7 6 7.7 72 204 33 198
"Volkswagen" "Passat Estate" "2.0 TDI (140ps) with DPF" "4" "Manual" 1968 "Diesel" 7.9 5 6 73 158 70 204
"Honda" "Accord 4 Door (2001 YM)" "2.0i VTEC SE Executive (with Sat Nav)" "3" "Manual" 1997 "Petrol" 12 6.9 8.8 72 207 820 50
"Ford" "Focus" "1.4i 16V 3 Door Saloon (15 inch tyre)" "3" "Manual" 1388 "Petrol" 8.9 5.6 6.8 71 162 662 52
"Volkswagen" "Tiguan" "1.4 TSI 150PS" "5" "Manual" 1390 "Petrol" 9.4 6.2 7.4 72 171 226 39
"Dodge" "Nitro" "2.8 Manual (no DPF)" "4" "Manual" 2777 "Diesel" 10.7 7 8.4 75 222 54 272
"BMW" "3 Series E46" "M3 Convertible - from March 2005" "4" "Manual" 3246 "Petrol" 20.6 9.5 13.6 75 328 438 51
"Peugeot" "3008, From October 2009 onwards" "2.0 HDi FAP (163 bhp)" "5" "Automatic" 1997 "Diesel" 8.6 5.5 6.6 72.6 172 222 131
"Dodge" "Caliber" "2.0 CVT" "4" "Automatic" 1998 "Petrol" 10 6.9 8 73 191 316 13
"Honda" "Civic Hybrid Model Year 2009" "1.4 IMA EX Saloon" "5" "Automatic" 1339 "Hybrid" 5.2 4.3 4.6 68 109 190 12
"Volvo" "S60 Model Year 13" "D4 Manual" "5" "Manual" 1984 "Diesel" 5.1 3.9 4.3 71 114 230 107
"Vauxhall" "Omega, Model Year 2002" "2.6i V6 24v (4 door)" "3" "Manual" 2597 "Petrol" 15 8.5 10.9 74 262 522 66
"BMW" "X3 Series F25, From November 2010" "X3 xDrive20d - with particle filter" "5" "Manual" 1995 "Diesel" 6.7 5 5.6 75 149 277 132
"BMW" "5 Series F10/F11 From March 2010" "520d Saloon - 245/45 R18 tyres front & 275/40 R18 tyres rear" "6" "Automatic" 1995 "Diesel" 5.7 4.6 5 73 131 175 41
"Honda" "Civic 06" "1.4 i-DSI SE" "4" "Automatic" 1339 "Petrol" 7.5 5 5.9 69.5 139 290 13
"Ford" "Focus, Post 2009ﾼ Model Year" "1.6 Duratec (100PS) Estate" "4" "Automatic" 1596 "Petrol" 10.6 6 7.7 70 184 250 60
"BMW" "3 Series E46" "325 Ci Coupé - SMG - up to February 2005" "3" "Manual" 2494 "Petrol" 12.8 6.9 9 73 217 494 17
"Vauxhall" "Signum, MY2005" "2.2i 16v Direct 5 Door Hatchback +16/17/18\" tyre" "4" "Automatic" 2198 "Petrol" 12.1 6.9 8.8 74 211 440 27
"Skoda" "Fabia Hatchback (from NOV 06 Wk 45>)" "1.2 HTP 54bhp" "4" "Manual" 1198 "Petrol" 7.7 4.8 5.9 73 140 694 22
"Vauxhall" "New Astra, MY2006" "1.7CDTi 16v 5 Door Hatchback with 16\"/17\" tyre" "4" "Manual" 1686 "Diesel" 6.5 4.3 5.1 72 138 325 199
"BMW" "3 Series E90/E91/E92/E93" "325d Saloon - with particle filter" "4" "Manual" 2993 "Diesel" 7.8 4.8 5.9 74 155 129 204
"BMW" "5 Series F10/F11 From March 2010" "530d Saloon - 245/40 R19 tyres front & 275/35 R19 tyres rear" "6" "Automatic" 2993 "Diesel" 6.4 5 5.5 70 145 170 40
"Maserati" "Quattroporte" "Cambiocorsa" "4" "Manual" 4244 "Petrol" 23.2 11.5 15.8 74 370 554 23
"Ford" "New Focus, Model Year Post 2011½" "1.6 Duratec Ti-VCT (125PS) 5 Door" "5" "Manual" 1596 "Petrol" 8 4.7 5.9 68 136 342 51
"Lexus" "LS MY2011" "LS600h SWB" "5" "Automatic" 4969 "Hybrid" 11.2 8 9.3 71.2 218 295 15
"MG Rover Group" "Rover 75 Tourer" "2.0 (from VIN RJ255552)" "3" "Manual" 1997 "Petrol" 13.9 7 9.6 73 228 1018 60
"Lexus" "CT200h, MY2013" "CT200h Advance" "5" "Automatic" 1798 "Hybrid" 4.1 4 4.1 67.7 94 187 3
"Toyota" "Verso" "2.2 D-4D" "4" "Manual" 2231 "Diesel" 8 5.3 6.3 71 167 100 220
"Renault" "Laguna II Hatchback (all versions and trim levels)" "1.6 16V From VIN BG0A0A" "3" "Automatic" 1598 "Petrol" 11.5 6 8 70.4 191 1015 65
"Vauxhall" "New Astra, MY2005" "1.8i 16v 5 Door Hatchback with 15\"/16\" tyre" "4" "Manual" 1796 "Petrol" 10.4 6.1 7.7 72 185 469 10
"Mercedes-Benz" "B-Class Model Year 2012" "B 180 CDI with 18 inch rear wheels" "5" "Manual" 1796 "Diesel" 5.6 4.1 4.6 72 121 348 150
"Hyundai" "i20, 2012 Facelift" "1.4l CRDi" "5" "Manual" 1396 "Diesel" 5 3.8 4.3 71 110 304 131
"Mercedes-Benz" "S-Class Limousine Model Year 2012" "S 350 BLUETEC with 17 inch/18 inch rear wheels" "6" "Automatic" 2987 "Diesel" 7.7 5.4 6.2 71 164 255 65
"Audi" "Audi A8 (Standard & Sport)(available until 10/02)" "4.2 V8 Quattro (310 bhp)" "4" "Automatic" 4172 "Petrol" 19.7 9.3 13.1 74 314 380 55
"Ford" "Focus, Model Year Post 2010¼" "2.0 Duratec (145PS) Estate" "4" "Manual" 1999 "Petrol" 9.8 5.4 7.1 71 169 501 40
"Volkswagen" "Caravelle Model Year 2010" "2.0 TDI 180PS 7speed DSG LWB Executive" "5" "Automatic" 1968 "Diesel" 10 6.7 7.9 74 208 150 219
"Porsche" "Cayenne S" "Hybrid Tiptronic Euro 5" "5" "Automatic" 2995 "Hybrid" 8.7 7.9 8.2 74 193 220 39
"Mercedes-Benz" "E Class (W211) Saloon" "E220CDi (225 Tyres)" "3" "Automatic" 2148 "Diesel" 9.1 5.4 6.7 73 177 100 400
"Ford" "Transit Tourneo SWB Bus (FWD), Pre 2009ﾼ Model Year" "2.2 Duratorq TDCi Diesel (140PS)" "4" "Manual" 2198 "Diesel" 10.1 6.6 7.9 75 208 549 294
"Volkswagen" "Jetta" "2.0 TDI (140ps) DSG" "4" "Automatic" 1968 "Diesel" 8 5 6.1 72 160 84 197
"Ford" "New S-Max, Model Year Post 2011¼" "2.0 Duratorq TDCi (140PS) (+DPF)" "4" "Automatic" 1997 "Diesel" 9.7 5.7 7.2 70 189 28 302
"Honda" "Accord 4 Door (2002 YM)" "2.0i VTEC SE" "3" "Automatic" 1997 "Petrol" 12.7 7.1 9.2 70 218 580 40
"Skoda" "New Octavia 2013" "1.6 CR TDI 105PS DSG" "5" "Automatic" 1598 "Diesel" 4.6 3.5 3.9 69 102 148 159
"Mercedes-Benz" "CLC-Class Coupé Model Year 2010" "CLC 160  BlueEFFICIENCY with 225/50 16\" or 225/45 or 245/40 18\" rear wheels" "4" "Automatic" 1597 "Petrol" 10.7 5.8 7.6 72 180 379 11
"Volkswagen" "California Motor Home" "2.5 TDI 130PS with DPF" "4" "Manual" 2461 "Diesel" 10.9 6.8 8.3 75 219 176 287
"Chevrolet" "Lacetti" "1.8 CDX 4 door Saloon" "4" "Manual" 1796 "Petrol" 9.9 5.9 7.4 71.7 183 730 20
"Renault" "Scènic" "1.4 16V (JM0BBH)" "3" "Manual" 1390 "Petrol" 9.5 5.9 7.2 70.9 171 371 71
"Volvo" "S80 Model Year 09" "D5 Geartronic" "4" "Automatic" 2400 "Diesel" 9.9 5.9 7.3 69 194 105 169
"Smart" "Fortwo Coupé Model Year 2008" "52 kW mhd 175/195 Tyres at rear" "4" "Automatic" 799 "Petrol" 4.9 3.9 4.3 72 103 308 11
"Mazda" "CX-5 Model Year 2012" "2.2 SKYACTIV-D (175PS) 4WD" "6" "Automatic" 2191 "Diesel" 6.4 4.9 5.5 70.7 144 141 73
"Vauxhall" "Corsa 5 Door Hatchback Model Year 2012" "1.2i 16v VVT 85PS" "5" "Manual" 1229 "Petrol" 7.2 4.5 5.5 72 129 301 25
"Fiat" "500" "1.4 16v" "4" "Manual" 1368 "Petrol" 8.2 5.2 6.3 72.5 149 602 22
"BMW" "1 Series 5-door F20 From September 2011" "120d 5-door - 225/45 R17 tyres front / 245/40 R17 tyres rear" "6" "Automatic" 1995 "Diesel" 5.4 4.1 4.6 75 121 115 30
"Renault" "Scènic" "1.5 dCi 106" "4" "Manual" 1461 "Diesel" 6.2 4.7 5.2 70.8 138 498 231
"Fiat" "Punto" "1.4 8v Dualogic" "5" "Automatic" 1368 "Petrol" 6.7 4.6 5.4 72 124 405 13
"Volvo" "V70, Model Year 2013" "D5 Auto" "5" "Automatic" 2400 "Diesel" 8.5 4.9 6.2 70 164 395 136
"Rolls-Royce" "Phantom" "Phantom EWB" "5" "Automatic" 6749 "Petrol" 25.1 11.7 16.6 72 388 333 42
